	date	start_time	title	url	description
509	2012-05-17	2012-05-17 19:00:00	Ingrid Michaelson @ Terminal 5	1090234907658900	ingrid michaelson ingrid michaelson live thursday may 17th sale fri noon for visit wwwterminal5nyccom
510	2013-07-06	2013-07-06 21:00:00	Hot Natured (Live) - US Debut at Terminal 5	446595508759373	hot natured live u debut hot natured live u debut also with dj lee fo are sale friday april 5th noon by availability
511	2012-05-22	2012-05-22 20:00:00	Gossip @ Terminal 5	1063197717030654	gossip gossip live tuesday may 22nd sale now for visit wwwterminal5nyccom
512	2016-11-25	2016-11-25 20:00:00	3LAU	1804715523074045	3lau 3lau code fri november new york city this is over gov id required early bird limited advance advance day
513	2014-12-11	2014-12-11 19:00:00	Medeski Scofield Martin & Wood at Terminal 5	323710651117825	medeski scofield martin wood medeski scofield martin wood bit ly who medeski scofield martin wood thurs december where st
514	2014-05-17	2014-05-17 20:00:00	Chromeo at Terminal 5 on 5/17	308803269271156	chromeo chromeo oliver tbp im who chromeo sat may where st
515	2014-02-28	2014-02-28 19:00:00	Texas Tailgate: Casey Donahew Band at Terminal 5	748224885197544	texas tailgate casey donahew band texas tailgate casey donahew band reckless kevin tbp im tbp im who casey donahew band fri february 00pm where ave any patron with texas related tattoo or wearing an article clothing with logo from texas college it will receive one complimentary drink must be
516	2017-02-27	2017-02-27 19:00:00	Run The Jewels: Run The World Tour	337736473275679	run jewel run world tour run jewel with very special guest gaslamp killer nick hook gangsta boo cuz monday february 27th west street new york ny wwwrunthejewelscomwwwrunthejewelscomtwitter runjewels
517	2012-11-29	2012-11-29 20:00:00	The Gaslight Anthem  at Terminal 5	581416785329003	gaslight anthem ticketf ly gaslight anthem
518	2013-10-11	2013-10-11 19:00:00	The Naked and Famous at Terminal 5	166037536930946	naked famous naked famous tbp im tbp im who naked famous friday october 11th 7pm 8pm where st ave
519	2012-03-23	2012-03-23 19:00:00	Dr. Dog @ Terminal 5	926072360768496	dr dog dr dog live friday march 23rd sale fri nov noon advance day for visit wwwterminal5nyccom
520	2016-11-11	2016-11-11 19:00:00	Fidlar Too Much Tour with Special Guests SWMRS and the Frights	1750527438524222	fidlar too much tour with special guest swmrs fright fidlar too much tour with special guest swmrs fright
521	2012-10-30	2012-10-30 20:00:00	Deftones at Terminal 5	813599658733799	due to from tomorrow in new york is postponed to your a date will be announced very to follow
522	2016-04-01	2016-04-01 20:00:00	Logic	941324855961395	logic logic
523	2016-09-26	2016-09-26 18:00:00	Brian Fallon & the Crowes and Ryan Bingham	1757480267844587	brian crowes with paul
524	2016-07-22	2016-07-22 19:00:00	Illionaire Records NO RE$T 2016 US Tour feat. Dok2 & the Quiett	1043940755697203	illionaire record no re u tour feat dok2 quiett illionaire record no re u tour feat dok2 quiett
525	2014-10-02	2014-10-02 19:00:00	Real Estate at Terminal 5	702634646470677	real estate real estate tbp im tbp im who real estate thu october where ave
526	2017-09-21	2017-09-21 19:00:00	Alison Wonderland	326537924469843	alison wonderland alison wonderland with special guest thursday september 00pm go sale friday july 12pm
527	2011-09-30	2011-09-30 19:00:00	Matt Nathanson @ Terminal 5	824686914287802	matt nathanson matt nathanson come live to friday sept 30th general admission day for visit wwwterminal5nyccom
528	2016-06-15	2016-06-15 19:00:00	The Neighbourhood	1532417587058843	neighbourhood neighbourhood
529	2012-09-15	2012-09-15 20:00:00	Kendrick Lamar at Terminal 5	824743297561461	kendrick lamar ticketf ly kendrick lamar
530	2017-06-26	2017-06-26 16:00:00	Krewella New World Tour at Terminal 5 - New York (18+)	823037804522119	krewella new world tour new york krewella new world tour friday november hailing from chicago electronic sister duo krewella will be coming to city bringing their signature blend heavy dance beat raw vocal performance this will be their first north american tour since punkinspired sweatbox tour last year in stark juxtaposition they will be moving from underground dive bar to main stage debuting brand new stage production tour follows release their latest ep new world pt it no secret that jahan yasmine are controversial figure from their root sexfilled party music that would make any parent head shake to tumultuous breakup with former member to beef with dance music biggest troll one thing that remains indisputably true is that yousaf sister continue to break boundary in edm boy club why because they always bring rock to rave for additional date full new world tour visit wwwkrewellacom
531	2012-02-25	2012-02-25 19:00:00	Galactic @ Terminal 5	713026165472943	galactic galactic live featuring corey living colour corey henry brass band with soul rebel brass band very special guest steel saturday february 25th sale fri noon advance day for visit wwwterminal5nyccom
532	2012-07-06	2012-07-06 20:00:00	Scissor Sisters (2 nights) @ Terminal 5	881891871874350	sister night for july 6th visit wwwterminal5nyccom for july 7th wwwterminal5nyccom
533	2013-02-16	2013-02-16 21:30:00	Big Gigantic at Terminal 5	945551042154395	big gigantic ticketf ly big gigantic with kill big gigantic whose blend beat bass melody ha following since in ha their sound to yet another with release their album available now for free download album by producer drummer big gigantic a key player in world electronic dance hiphop saturday february 30pm st eleventh avenue this is sold out
534	2015-08-10	2015-08-10 18:00:00	NEEDTOBREATHE Presents TOUR DE COMPADRES at Terminal 5 on 8/10	443320575816822	needtobreathe present tour de compadres needtobreathe present tour de compadres switchfoot drew holcomb neighbor colony house bit ly who needtobreathe switchfoot drew holcomb neighbor colony house mon august where st new york ny
535	2014-05-09	2014-05-09 19:00:00	Mogwai at Terminal 5	364019443740390	mogwai mogwai bit ly bit ly who mogwai fri may where ave
536	2017-08-25	2017-08-25 19:00:00	Lil Yachty	1329588823790280	lil yachty lil yachty fri august new york ny adv do early entry vip meet greet sale fri am edt this is over every purchased online come with one physical cd lil album emotion you will receive an additional with how to your cd u canadian resident only one cd per purchased online meet greet package includes one general admission vip early entry into venue exclusive meet greet with lil yachty personal with lil yachty specially designed lil yachty nautica hat limited edition exclusive lil yachty vip merchandise item official vip meet greet laminate very limited availability early entry vip package includes one general admission vip early entry into venue specially designed lil yachty nautica hat limited edition exclusive lil yachty vip merchandise item teen tour vip laminate limited availability
537	2014-05-02	2014-05-02 19:00:00	CHVRCHES at Terminal 5 on 5/02	444432412326096	chvrches chvrches range tbp im who chvrches fri may where
538	2014-04-30	2014-04-30 19:30:00	The Knife at Terminal 5 on 4/30	586721558068867	knife knife tbp im 1gmocwt who knife wed april where ave
539	2011-11-05	2011-11-05 19:00:00	Chromeo @ Terminal 5	863394137080067	chromeo chromeo mayer hawthorne county breakbot come live to saturday november 5th advance day sold out for visit wwwterminal5nyccom friday november 4th wwwterminal5nyccom
540	2016-10-19	2016-10-19 19:30:00	Oh Wonder	1655332328121175	oh wonder oh wonder
541	2013-12-21	2013-12-21 20:00:00	Dillon Francis at Terminal 5	549038695184506	dillon francis dillon francis cashmere cat anamanaguchi tbp im sold out who dillon francis sat december where st ave
542	2011-11-19	2011-11-19 19:00:00	Mastodon @ Terminal 5	896975897025225	mastodon mastodon is playing live this november 19th with plan red fang go sale friday noon general admission day for visit wwwterminal5nyccom
543	2016-03-18	2016-03-18 19:00:00	Dr. Dog	1523062858016737	dr dog dr dog
544	2016-10-08	2016-10-08 20:00:00	Painting With Dreams Tour - NYC	638894439600915	painting with dream tour nyc after massive sold out here tour we re bringing painting with dream tour to in new york city new album brand new stage production most our ny under one com see you this fall
545	2015-01-31	2015-01-31 19:00:00	Lotus at Terminal 5 on 1/31	1394613057509786	lotus lotus bit ly who lotus moon sat january where st new york ny
546	2011-11-10	2011-11-10 19:00:00	Fitz and the Tantrums @ Terminal 5	1105694919446444	fitz tantrum fitz tantrum are coming live to walk moon thursday nov 10th are sale now general admission day for visit wwwterminal5nyccom
547	2013-09-19	2013-09-19 19:00:00	Michael Franti & Spearhead at Terminal 5	400170766758638	michael franti spearhead michael franti spearhead one most positive artist in music today is coming to nyc a franti say himself music is your in sun today tbp im 152owf1 tbp im tbp im 152owf1 who michael franti spearhead thursday november 19th 7pm 8pm where st ave
548	2012-12-31	2012-12-31 21:00:00	Amanda Palmer & The Grand Theft Orchestra at Terminal 5	823922034368970	amanda palmer grand theft orchestra amanda palmer grand theft orchestra
549	2012-12-07	2012-12-07 21:00:00	The Faint performing Danse Macabre in its entirety at Terminal 5	826628430749268	faint performing danse macabre in it entirety ticketf ly faint performing danse macabre in it entirety
550	2017-02-18	2017-02-18 20:00:00	Borgore / Terminal 5	1798215733785126	this is date
551	2014-03-21	2014-03-21 19:00:00	Cut Copy at Terminal 5 on 3/21	632629760135719	cut copy cut copy jessy lanza turkish prison tbp im who cut copy fri march where st ave
552	2016-09-08	2016-09-08 19:00:00	Hum / Touche Amore	1642463916078916	hum touche amore hum touche amore
553	2016-06-24	2016-06-24 20:00:00	Mayer Hawthorne	1227729500588432	mayer hawthorne mayer hawthorne
554	2014-06-16	2014-06-16 19:00:00	Phantogram at Terminal 5	455872034556750	phantogram phantogram tbp im tbp im who phantogram mon june where st ave
555	2013-10-09	2013-10-09 19:00:00	Ra Ra Riot at Terminal 5	1377596515798556	ra ra riot ra ra riot tbp im tbp im who ra ra riot wednesday october 9th 7pm 8pm where st ave
556	2012-12-05	2012-12-05 20:00:00	Animal Collective at Terminal 5	775190219261899	animal collective animal collective with support from see you there
557	2014-03-22	2014-03-22 19:00:00	Cut Copy at Terminal 5 on 3/22	1461486237415131	cut copy cut copy jessy lanza turkish prison tbp im who cut copy sat march where st ave
558	2014-01-25	2014-01-25 20:00:00	Dr. Dog at Terminal 5	165670763641930	dr dog dr dog tbp im tbp im who dr dog sat january where st ave
559	2014-04-26	2014-04-26 20:00:00	Pet Shop Boys Electric at Terminal 5	355713814567596	pet shop boy electric pet shop boy electric tbp im tbp im who pet shop boy electric sat april where ave
560	2016-11-08	2016-11-08 19:00:00	Black Rebel Motorcycle Club / Death From Above	1763181480562615	black rebel motorcycle club death from above with
561	2017-04-30	2017-04-30 19:00:00	Travis Scott	424687227876673	travis scott travis scott bird eye view tour sunday april 00pm sale wednesday march 10am
562	2015-02-25	2015-02-25 19:00:00	Ariel Pink at Terminal 5 on 2/25	1576343439252069	ariel pink ariel pink jack name bit ly who ariel pink wed february where st new york ny
563	2013-09-25	2013-09-25 02:00:00	Local Natives at Terminal 5	430174077093143	local native ticketf ly local native
564	2015-06-02	2015-06-02 19:00:00	Purity Ring at Terminal 5 on 6/2 (SOLD OUT)	649882781806974	purity ring sold out purity ring braid born gold bit ly who purity ring braid born gold tue june where st new york ny
565	2013-09-18	2013-09-18 20:00:00	Washed Out at Terminal 5	528656987200950	washed out washed out washed out is greene adventure into world beat sound hell be performing song from his release buy your now ready for another better world tbp im 14tbva6 tbp im tbp im 14tbva6 who washed out wednesday september 18th 8pm 9pm where st 11th avenue
566	2014-02-08	2014-02-08 20:00:00	Darkside at Terminal 5	1398535930396184	darkside darkside high water tbp im tbp im who darkside sat february 00pm where st ave darkside is collaborative duo guitarist dave electronic producer two musician have different but over several year together they darkside dave use each other a working hybrid electronic music psychedelic rock with artistic for which term wa
567	2016-09-20	2016-09-20 19:00:00	St. Lucia  SOLD OUT	1185246644859476	st lucia sold out with
568	2016-11-19	2016-11-19 20:00:00	Cashmere Cat - 11/19 at Terminal 5	302163433475352	cashmere cat cashmere cat michael sat november this is limited advance advance day
569	2017-03-30	2017-03-30 19:00:00	The Life Aquatic Tour	340250603022834	life tour nyc available here com
570	2017-09-14	2017-09-14 19:00:00	Kasabian	1553394191372183	kasabian kasabian thursday september 00pm sale friday june 10am
571	2013-06-01	2013-06-01 05:00:00	The Dandy Warhols at Terminal 5	620882017925971	dandy warhol ticketf ly dandy warhol with special guest dandy warhol are celebrating 13th anniversary their lp thirteen from with tour where theyll play album in full that record like you which wa top single in uk modern rock radio hit in sale now
572	2014-10-09	2014-10-09 19:00:00	Allen Stone at Terminal 5	319285888236802	allen stone allen stone bad rabbit major this is bit ly who allen stone thur october where st ave
573	2015-04-10	2015-04-10 20:00:00	SOLD OUT - GRIZ: SAY IT LOUD TOUR FEAT. W/ THE FLOOZIES & ARTIFAKTS	197671213736987	sold out griz say it loud tour feat floozy artifakts griz with special guest floozy artifakts friday april 10th bit ly who griz floozy artifakts fri april 00pm where st new york ny griz year old vinyl lover people love love soundcloud soundcloud com griz twitter twitter com floozy floozy are producer guitarist matt hill drummer mark hill these two brother are bringing their fresh to electronic music live performance to venue festival over country duo combination electronic production party funk turn venue into epic dance party floozy music can be for free from soundcloud com artifakts artifakts is electronic hiphop project soundcloud com artifakts
574	2014-10-12	2014-10-12 20:00:00	Porter Robinson at Terminal 5 on 10/12	326059447558071	porter robinson porter robinson giraffage lemaitre bit ly bit ly who porter robinson sun october where st ave
575	2014-10-31	2014-10-31 21:00:00	L4LM Presents: Lettuce + Soulive - The Royal Family Halloween Ball at Terminal 5!	476649142437497	l4lm present lettuce soulive royal family halloween ball royal family halloween ball featuring lettuce soulive this is bit ly bit ly who royal family halloween ball fri october where st ave live for live music com true to it name live for live music is by to experienced music business l4lm news interview creative article in doing so our ha within music ha worked with some our favorite artist to unique concert experience
576	2016-09-23	2016-09-23 19:00:00	The Kills	379760312194179	kill with la
577	2016-11-15	2016-11-15 18:30:00	Troye Sivan - Suburbia Tour	1777711925795568	troye sivan suburbia tour with dua lipa jess kent
578	2017-03-24	2017-03-24 19:00:00	Foxygen w/ Sunflower Bean	716698738493742	foxygen sunflower bean foxygen sunflower bean fri march new york ny advance day sale fri edt
579	2013-09-27	2013-09-27 19:00:00	Portugal. The Man at Terminal 5	396641947106948	portugal man portugal man portugal man push u to take one journey through musical time with light psychedelic rock with studio album under their including friend quintet is than ever you to miss this epic tbp im 1bduww8 who portugal man friday september 7pm 8pm where st ave tbp im tbp im 1bduww8
580	2012-12-29	2012-12-29 20:00:00	Jane's Addiction at Terminal 5	824276660997032	jane addiction jane addiction
581	2017-06-29	2017-06-29 19:00:00	"Young Thug Presents ""Beautiful Thugger Girls"" Live"	231132794066308	young thug present beautiful thugger girl live young thug present beautiful thugger girl live release thursday june 00pm go sale monday june 12pm
582	2016-01-26	2016-01-26 18:00:00	G-Eazy - When It's Dark Out	948060715267003	geazy it dark out geazy it dark out
583	2015-10-31	2015-10-31 20:00:00	Gorgon City Live at Terminal 5 on 10/31	860616634016923	gorgon city live gorgon city live over tbp im who gorgon city lee fo odyssey sat october where st new york ny
584	2014-11-06	2014-11-06 19:00:00	Gesaffelstein at Terminal 5 on 11/6	564320140368111	gesaffelstein gesaffelstein bit ly bit ly who gesaffelstein thurs november where st new york ny
585	2015-07-28	2015-07-28 19:00:00	George Ezra at Terminal 5 on 7/28	1568665393393829	george ezra george ezra tbp im who george ezra tue july where st new york ny
586	2014-03-01	2014-03-01 18:00:00	Randy Rogers Band at Terminal 5	778019948891949	randy rogers band randy rogers band josh abbott band wade bowen stoney larue 6th annual salute to texas independence day tbp im tbp im who randy rogers band sat march where ave any patron with texas related tattoo or wearing an article clothing with logo from texas college it will receive one complimentary drink must be
587	2014-11-26	2014-11-26 19:00:00	Interpol and Hundred Waters at Terminal 5 on 11/26	259676537575332	interpol hundred water interpol hundred water bit ly who interpol hundred water wed november where st ave
588	2011-10-29	2011-10-29 19:00:00	Medeski Martin & Wood @ Terminal 5	975287955817798	medeski martin wood medeski martin wood play antibalas saturday october 29th medeski martin wood antibalas join force to perform new material trio east coast halloween is back advance day for visit wwwterminal5nyccom three halloween will mark live set original music by medeski martin wood antibalas trio from new york city groove have worked together before but looking forward to taking their creative to new with performance club oct philadelphia electric oct new york city oct are sale now each date will follow this each date will feature one set by two act by one set material will likely player shared love afrobeat jazz funk hiphop other with into two band hope these a for work together including but not limited to an album live adventure antibalas brass section member medeski martin wood in jazz scene our horn player have worked with them several time say antibalas but this will be first time weve been were really looking forward to it mmw are so musically they bring this freedom to a well which there in afrobeat groove are such bed for everything that rhythm section really to take but this will everyone chance to out be true collaboration john medeski mmw well be working material together everything we do is informed by music element that groove they bring new to work with well push them to little bit know exactly what to but were pretty about it since it in antibalas whose name in ha afrobeat style by fela with funk result is hybrid it own group musical musical fela ha up or shared stage with artist including weekend paul simon public burning root their horn player to mmw album trio for halloween those october had been for medeski martin wood after mmw net announced halloween is back mmw have been celebrating their 20th year a musical medeski bassist chris wood drummer martin have been releasing two track per since march a part their project mmw net theyve also been recording producing with project following some ever by musician three uniting these very different but band will likely be for
589	2017-03-03	2017-03-03 20:00:00	Jauz: Off The Deep End *SOLD OUT*	389070388097196	jauz off deep end sold out sold out jauz off deep end friday march 8pm
590	2014-02-26	2014-02-26 19:00:00	St. Vincent at Terminal 5	687287127982169	st vincent st vincent tbp im tbp im who st vincent wed february where st ave
